"symbol","name","market","asset_type","country"
"HAIN","Hain Celestial Group Inc. (The) Common Stock","NASDAQ","equity","usa"
"HALO","Halozyme Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"HAS","Hasbro Inc. Common Stock","NASDAQ","equity","usa"
"HAYN","Haynes International Inc. Common Stock","NASDAQ","equity","usa"
"HBAN","Huntington Bancshares Incorporated Common Stock","NASDAQ","equity","usa"
"HBANL","Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock","NASDAQ","equity","usa"
"HBANM","Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock","NASDAQ","equity","usa"
"HBANP","Huntington Bancshares Incorporated Depositary Shares 4.500% Series H Non-Cumulative Perpetual Preferred Stock","NASDAQ","equity","usa"
"HBCP","Home Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"HBIO","Harvard Bioscience Inc. Common Stock","NASDAQ","equity","usa"
"HBNC","Horizon Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"HBT","HBT Financial Inc. Common Stock","NASDAQ","equity","usa"
"HCAT","Health Catalyst Inc Common Stock","NASDAQ","equity","usa"
"HCKT","Hackett Group Inc (The). Common Stock","NASDAQ","equity","usa"
"HCP","HashiCorp Inc. Class A Common Stock","NASDAQ","equity","usa"
"HCSG","Healthcare Services Group Inc. Common Stock","NASDAQ","equity","usa"
"HCTI","Healthcare Triangle Inc. Common Stock","NASDAQ","equity","usa"
"HCVI","Hennessy Capital Investment Corp. VI Class A Common Stock","NASDAQ","equity","usa"
"HCVIU","Hennessy Capital Investment Corp. VI Unit","NASDAQ","equity","usa"
"HCVIW","Hennessy Capital Investment Corp. VI Warrant","NASDAQ","equity","usa"
"HCWB","HCW Biologics Inc. Common Stock","NASDAQ","equity","usa"
"HDSN","Hudson Technologies Inc. Common Stock","NASDAQ","equity","usa"
"HEAR","Turtle Beach Corporation Common Stock","NASDAQ","equity","usa"
"HEES","H&E Equipment Services Inc. Common Stock","NASDAQ","equity","usa"
"HEPA","Hepion Pharmaceuticals Inc. Common Stock","NASDAQ","equity","usa"
"HFBL","Home Federal Bancorp Inc. of Louisiana Common Stock","NASDAQ","equity","usa"
"HFFG","HF Foods Group Inc. Common Stock","NASDAQ","equity","usa"
"HFWA","Heritage Financial Corporation Common Stock","NASDAQ","equity","usa"
"HGAS","Global Gas Corporation Class A Common Stock","NASDAQ","equity","usa"
"HGASW","Global Gas Corporation Warrant","NASDAQ","equity","usa"
"HGBL","Heritage Global Inc. Common Stock","NASDAQ","equity","usa"
"HHS","Harte Hanks Inc. Common Stock","NASDAQ","equity","usa"
"HIBB","Hibbett Inc. Common Stock","NASDAQ","equity","usa"
"HIFS","Hingham Institution for Savings Common Stock","NASDAQ","equity","usa"
"HLIT","Harmonic Inc. Common Stock","NASDAQ","equity","usa"
"HLMN","Hillman Solutions Corp. Common Stock","NASDAQ","equity","usa"
"HLNE","Hamilton Lane Incorporated Class A Common Stock","NASDAQ","equity","usa"
"HLTH","Cue Health Inc. Common Stock","NASDAQ","equity","usa"
"HLVX","HilleVax Inc. Common Stock","NASDAQ","equity","usa"
"HLXB","Helix Acquisition Corp. II Class A Ordinary Shares","NASDAQ","equity","usa"
"HMNF","HMN Financial Inc. Common Stock","NASDAQ","equity","usa"
"HMST","HomeStreet Inc. Common Stock","NASDAQ","equity","usa"
"HNNA","Hennessy Advisors Inc. Common Stock","NASDAQ","equity","usa"
"HNNAZ","Hennessy Advisors Inc. 4.875% Notes due 2026","NASDAQ","equity","usa"
"HNRG","Hallador Energy Company Common Stock","NASDAQ","equity","usa"
"HNST","The Honest Company Inc. Common Stock","NASDAQ","equity","usa"
"HNVR","Hanover Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"HOFT","Hooker Furnishings Corporation Common Stock","NASDAQ","equity","usa"
"HOFV","Hall of Fame Resort & Entertainment Company Common Stock","NASDAQ","equity","usa"
"HOFVW","Hall of Fame Resort &amp; Entertainment Company Warrant","NASDAQ","equity","usa"
"HOLO","MicroCloud Hologram Inc. Ordinary Shares","NASDAQ","equity","usa"
"HOLOW","MicroCloud Hologram Inc. Warrant","NASDAQ","equity","usa"
"HOLX","Hologic Inc. Common Stock","NASDAQ","equity","usa"
"HON","Honeywell International Inc. Common Stock","NASDAQ","equity","usa"
"HONE","HarborOne Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"HOOD","Robinhood Markets Inc. Class A Common Stock","NASDAQ","equity","usa"
"HOOK","HOOKIPA Pharma Inc. Common Stock","NASDAQ","equity","usa"
"HOPE","Hope Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"HOTH","Hoth Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"HOUR","Hour Loop Inc. Common Stock","NASDAQ","equity","usa"
"HOVNP","Hovnanian Enterprises Inc Dep Shr Srs A Pfd","NASDAQ","equity","usa"
"HOVR","New Horizon Aircraft Ltd. Class A Ordinary Share","NASDAQ","equity","usa"
"HOVRW","New Horizon Aircraft Ltd. Warrant","NASDAQ","equity","usa"
"HOWL","Werewolf Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"HPCO","Hempacco Co. Inc. Common Stock","NASDAQ","equity","usa"
"HPK","HighPeak Energy Inc. Common Stock","NASDAQ","equity","usa"
"HPKEW","HighPeak Energy Inc. Warrant","NASDAQ","equity","usa"
"HQI","HireQuest Inc. Common Stock (DE)","NASDAQ","equity","usa"
"HQY","HealthEquity Inc. Common Stock","NASDAQ","equity","usa"
"HRMY","Harmony Biosciences Holdings Inc. Common Stock","NASDAQ","equity","usa"
"HROW","Harrow Inc. Common Stock","NASDAQ","equity","usa"
"HROWL","Harrow Inc. 8.625% Senior Notes due 2026","NASDAQ","equity","usa"
"HROWM","Harrow  Inc. 11.875% Senior Notes due 2027","NASDAQ","equity","usa"
"HRTX","Heron Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"HRZN","Horizon Technology Finance Corporation Common Stock","NASDAQ","equity","usa"
"HSCS","Heart Test Laboratories Inc. Common Stock","NASDAQ","equity","usa"
"HSCSW","Heart Test Laboratories Inc. Warrant","NASDAQ","equity","usa"
"HSDT","Helius Medical Technologies Inc. Class A Common Stock (DE)","NASDAQ","equity","usa"
"HSIC","Henry Schein Inc. Common Stock","NASDAQ","equity","usa"
"HSII","Heidrick & Struggles International Inc. Common Stock","NASDAQ","equity","usa"
"HSON","Hudson Global Inc. Common Stock","NASDAQ","equity","usa"
"HSPO","Horizon Space Acquisition I Corp. Ordinary Shares","NASDAQ","equity","usa"
"HSPOW","Horizon Space Acquisition I Corp. Warrant","NASDAQ","equity","usa"
"HST","Host Hotels & Resorts Inc. Common Stock","NASDAQ","equity","usa"
"HSTM","HealthStream Inc. Common Stock","NASDAQ","equity","usa"
"HTBI","HomeTrust Bancshares Inc. Common Stock","NASDAQ","equity","usa"
"HTBK","Heritage Commerce Corp Common Stock","NASDAQ","equity","usa"
"HTIA","Healthcare Trust Inc. 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock","NASDAQ","equity","usa"
"HTIBP","Healthcare Trust Inc. 7.125% Series B Cumulative Redeemable Perpetual Preferred Stock","NASDAQ","equity","usa"
"HTLD","Heartland Express Inc. Common Stock","NASDAQ","equity","usa"
"HTLF","Heartland Financial USA Inc. Common Stock","NASDAQ","equity","usa"
"HTLFP","Heartland Financial USA Inc. Depositary Shares each representing a 1/400th ownership interest in a share of 7.00% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E","NASDAQ","equity","usa"
"HTZ","Hertz Global Holdings Inc Common Stock","NASDAQ","equity","usa"
"HTZWW","Hertz Global Holdings Inc Warrant","NASDAQ","equity","usa"
"HUBG","Hub Group Inc. Class A Common Stock","NASDAQ","equity","usa"
"HUDA","Hudson Acquisition I Corp. Common Stock","NASDAQ","equity","usa"
"HUDAR","Hudson Acquisition I Corp. Right","NASDAQ","equity","usa"
"HUMA","Humacyte Inc. Common Stock","NASDAQ","equity","usa"
"HUMAW","Humacyte Inc. Warrant","NASDAQ","equity","usa"
"HURC","Hurco Companies Inc. Common Stock","NASDAQ","equity","usa"
"HURN","Huron Consulting Group Inc. Common Stock","NASDAQ","equity","usa"
"HUT","Hut 8 Corp. Common Stock","NASDAQ","equity","usa"
"HWBK","Hawthorn Bancshares Inc. Common Stock","NASDAQ","equity","usa"
"HWC","Hancock Whitney Corporation Common Stock","NASDAQ","equity","usa"
"HWCPZ","Hancock Whitney Corporation 6.25% Subordinated Notes due 2060","NASDAQ","equity","usa"
"HWH","HWH International Inc. Common Stock","NASDAQ","equity","usa"
"HWKN","Hawkins Inc. Common Stock","NASDAQ","equity","usa"
"HYFM","Hydrofarm Holdings Group Inc. Common Stock","NASDAQ","equity","usa"
"HYMC","Hycroft Mining Holding Corporation Class A Common Stock","NASDAQ","equity","usa"
"HYMCL","Hycroft Mining Holding Corporation Warrants","NASDAQ","equity","usa"
"HYMCW","Hycroft Mining Holding Corporation  Warrant","NASDAQ","equity","usa"
"HYPR","Hyperfine Inc. Class A Common Stock","NASDAQ","equity","usa"
"HYZN","Hyzon Motors Inc. Class A Common Stock","NASDAQ","equity","usa"
"HYZNW","Hyzon Motors Inc. Warrants","NASDAQ","equity","usa"
"IAC","IAC Inc. Common Stock","NASDAQ","equity","usa"
"IART","Integra LifeSciences Holdings Corporation Common Stock","NASDAQ","equity","usa"
"IAS","Integral Ad Science Holding Corp. Common Stock","NASDAQ","equity","usa"
"IBAC","IB Acquisition Corp. Common Stock","NASDAQ","equity","usa"
"IBACR","IB Acquisition Corp. Right","NASDAQ","equity","usa"
"IBCP","Independent Bank Corporation Common Stock","NASDAQ","equity","usa"
"IBKR","Interactive Brokers Group Inc. Class A Common Stock","NASDAQ","equity","usa"
"IBOC","International Bancshares Corporation Common Stock","NASDAQ","equity","usa"
"IBRX","ImmunityBio Inc. Common Stock","NASDAQ","equity","usa"
"IBTX","Independent Bank Group Inc Common Stock","NASDAQ","equity","usa"
"ICAD","iCAD Inc. Common Stock","NASDAQ","equity","usa"
"ICCC","ImmuCell Corporation Common Stock","NASDAQ","equity","usa"
"ICCH","ICC Holdings Inc. Common Stock","NASDAQ","equity","usa"
"ICCT","iCoreConnect Inc. Common stock","NASDAQ","equity","usa"
"ICFI","ICF International Inc. Common Stock","NASDAQ","equity","usa"
"ICHR","Ichor Holdings Ordinary Shares","NASDAQ","equity","usa"
"ICMB","Investcorp Credit Management BDC Inc. Common Stock","NASDAQ","equity","usa"
"ICU","SeaStar Medical Holding Corporation Common Stock","NASDAQ","equity","usa"
"ICUCW","SeaStar Medical Holding Corporation Warrant","NASDAQ","equity","usa"
"ICUI","ICU Medical Inc. Common Stock","NASDAQ","equity","usa"
"IDAI","T Stamp Inc. Class A Common Stock","NASDAQ","equity","usa"
"IDCC","InterDigital Inc. Common Stock","NASDAQ","equity","usa"
"IDEX","Ideanomics Inc. Common Stock","NASDAQ","equity","usa"
"IDN","Intellicheck Inc. Common Stock","NASDAQ","equity","usa"
"IDXX","IDEXX Laboratories Inc. Common Stock","NASDAQ","equity","usa"
"IDYA","IDEAYA Biosciences Inc. Common Stock","NASDAQ","equity","usa"
"IEP","Icahn Enterprises L.P. Common Stock","NASDAQ","equity","usa"
"IESC","IES Holdings Inc. Common Stock","NASDAQ","equity","usa"
"IGMS","IGM Biosciences Inc. Common Stock","NASDAQ","equity","usa"
"IGTA","Inception Growth Acquisition Limited Common Stock","NASDAQ","equity","usa"
"IGTAR","Inception Growth Acquisition Limited Rights","NASDAQ","equity","usa"
"IGTAW","Inception Growth Acquisition Limited Warrants","NASDAQ","equity","usa"
"IHRT","iHeartMedia Inc. Class A Common Stock","NASDAQ","equity","usa"
"III","Information Services Group Inc. Common Stock","NASDAQ","equity","usa"
"IIIV","i3 Verticals Inc. Class A Common Stock","NASDAQ","equity","usa"
"IKNA","Ikena Oncology Inc. Common Stock","NASDAQ","equity","usa"
"IKT","Inhibikase Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"ILMN","Illumina Inc. Common Stock","NASDAQ","equity","usa"
"ILPT","Industrial Logistics Properties Trust Common Shares of Beneficial Interest","NASDAQ","equity","usa"
"IMAQ","International Media Acquisition Corp. Class A Common Stock","NASDAQ","equity","usa"
"IMAQR","International Media Acquisition Corp. Rights","NASDAQ","equity","usa"
"IMAQW","International Media Acquisition Corp. Warrants","NASDAQ","equity","usa"
"IMKTA","Ingles Markets Incorporated Class A Common Stock","NASDAQ","equity","usa"
"IMMR","Immersion Corporation Common Stock","NASDAQ","equity","usa"
"IMMX","Immix Biopharma Inc. Common Stock","NASDAQ","equity","usa"
"IMNM","Immunome Inc. Common Stock","NASDAQ","equity","usa"
"IMNN","Imunon Inc. Common Stock","NASDAQ","equity","usa"
"IMRX","Immuneering Corporation Class A Common Stock","NASDAQ","equity","usa"
"IMUX","Immunic Inc. Common Stock","NASDAQ","equity","usa"
"IMVT","Immunovant Inc. Common Stock","NASDAQ","equity","usa"
"IMXI","International Money Express Inc. Common Stock","NASDAQ","equity","usa"
"INAB","IN8bio Inc. Common Stock","NASDAQ","equity","usa"
"INAQ","Insight Acquisition Corp. Class A Common Stock","NASDAQ","equity","usa"
"INAQW","Insight Acquisition Corp. Warrant","NASDAQ","equity","usa"
"INBK","First Internet Bancorp Common Stock","NASDAQ","equity","usa"
"INBKZ","First Internet Bancorp 6.0% Fixed-to-Floating Rate Subordinated Notes Due 2029","NASDAQ","equity","usa"
"INBS","Intelligent Bio Solutions Inc. Common Stock","NASDAQ","equity","usa"
"INBX","Inhibrx Inc. Common Stock","NASDAQ","equity","usa"
"INCY","Incyte Corp. Common Stock","NASDAQ","equity","usa"
"INDB","Independent Bank Corp. Common Stock","NASDAQ","equity","usa"
"INDI","indie Semiconductor Inc. Class A Common Stock","NASDAQ","equity","usa"
"INDP","Indaptus Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"INFN","Infinera Corporation Common Stock","NASDAQ","equity","usa"
"INGN","Inogen Inc Common Stock","NASDAQ","equity","usa"
"INHD","Inno Holdings Inc. Common Stock","NASDAQ","equity","usa"
"INKT","MiNK Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"INMB","INmune Bio Inc. Common stock","NASDAQ","equity","usa"
"INNV","InnovAge Holding Corp. Common Stock","NASDAQ","equity","usa"
"INO","Inovio Pharmaceuticals Inc. Common Stock","NASDAQ","equity","usa"
"INOD","Innodata Inc. Common Stock","NASDAQ","equity","usa"
"INSE","Inspired Entertainment Inc. Common Stock","NASDAQ","equity","usa"
"INSG","Inseego Corp. Common Stock","NASDAQ","equity","usa"
"INSM","Insmed Incorporated Common Stock","NASDAQ","equity","usa"
"INTA","Intapp Inc. Common Stock","NASDAQ","equity","usa"
"INTC","Intel Corporation Common Stock","NASDAQ","equity","usa"
"INTE","Integral Acquisition Corporation 1 Class A Common Stock","NASDAQ","equity","usa"
"INTG","Intergroup Corporation (The) Common Stock","NASDAQ","equity","usa"
"INTS","Intensity Therapeutics Inc. Common stock","NASDAQ","equity","usa"
"INTU","Intuit Inc. Common Stock","NASDAQ","equity","usa"
"INTZ","Intrusion Inc. Common Stock","NASDAQ","equity","usa"
"INVA","Innoviva Inc. Common Stock","NASDAQ","equity","usa"
"INVE","Identiv Inc. Common Stock","NASDAQ","equity","usa"
"INVO","INVO BioScience Inc. Common Stock","NASDAQ","equity","usa"
"INZY","Inozyme Pharma Inc. Common Stock","NASDAQ","equity","usa"
"IONM","Assure Holdings Corp. Common Stock","NASDAQ","equity","usa"
"IONS","Ionis Pharmaceuticals Inc. Common Stock","NASDAQ","equity","usa"
"IOSP","Innospec Inc. Common Stock","NASDAQ","equity","usa"
"IOVA","Iovance Biotherapeutics Inc. Common Stock","NASDAQ","equity","usa"
"IPAR","Inter Parfums Inc. Common Stock","NASDAQ","equity","usa"
"IPDN","Professional Diversity Network Inc. Common Stock","NASDAQ","equity","usa"
"IPGP","IPG Photonics Corporation Common Stock","NASDAQ","equity","usa"
"IPSC","Century Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"IPW","iPower Inc. Common Stock","NASDAQ","equity","usa"
"IPWR","Ideal Power Inc. Common Stock","NASDAQ","equity","usa"
"IPX","IperionX Limited American Depositary Share","NASDAQ","equity","usa"
"IPXX","Inflection Point Acquisition Corp. II Class A Ordinary Share","NASDAQ","equity","usa"
"IPXXU","Inflection Point Acquisition Corp. II Unit","NASDAQ","equity","usa"
"IPXXW","Inflection Point Acquisition Corp. II Warrant","NASDAQ","equity","usa"
"IRAA","Iris Acquisition Corp Class A Common Stock","NASDAQ","equity","usa"
"IRBT","iRobot Corporation Common Stock","NASDAQ","equity","usa"
"IRDM","Iridium Communications Inc Common Stock","NASDAQ","equity","usa"
"IRIX","IRIDEX Corporation Common Stock","NASDAQ","equity","usa"
"IRMD","iRadimed Corporation Common Stock","NASDAQ","equity","usa"
"IROH","Iron Horse Acquisitions Corp. Common Stock","NASDAQ","equity","usa"
"IROHR","Iron Horse Acquisitions Corp. Right","NASDAQ","equity","usa"
"IROHU","Iron Horse Acquisitions Corp. Unit","NASDAQ","equity","usa"
"IROHW","Iron Horse Acquisitions Corp. Warrant","NASDAQ","equity","usa"
"IRON","Disc Medicine Inc. Common Stock","NASDAQ","equity","usa"
"IROQ","IF Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"IRTC","iRhythm Technologies Inc. Common Stock","NASDAQ","equity","usa"
"IRWD","Ironwood Pharmaceuticals Inc. Class A Common Stock","NASDAQ","equity","usa"
"ISPC","iSpecimen Inc. Common Stock","NASDAQ","equity","usa"
"ISPO","Inspirato Incorporated Class A Common Stock","NASDAQ","equity","usa"
"ISPOW","Inspirato Incorporated Warrant","NASDAQ","equity","usa"
"ISPR","Ispire Technology Inc. Common Stock","NASDAQ","equity","usa"
"ISRG","Intuitive Surgical Inc. Common Stock","NASDAQ","equity","usa"
"ISRL","Israel Acquisitions Corp Class A Ordinary Shares","NASDAQ","equity","usa"
"ISRLW","Israel Acquisitions Corp Warrant","NASDAQ","equity","usa"
"ISSC","Innovative Solutions and Support Inc. Common Stock","NASDAQ","equity","usa"
"ISTR","Investar Holding Corporation Common Stock","NASDAQ","equity","usa"
"ISUN","iSun Inc. Common Stock","NASDAQ","equity","usa"
"ITCI","Intra-Cellular Therapies Inc. Common Stock","NASDAQ","equity","usa"
"ITI","Iteris Inc. Common Stock","NASDAQ","equity","usa"
"ITIC","Investors Title Company Common Stock","NASDAQ","equity","usa"
"ITOS","iTeos Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"ITRI","Itron Inc. Common Stock","NASDAQ","equity","usa"
"IVAC","Intevac Inc. Common Stock","NASDAQ","equity","usa"
"IVCP","Swiftmerge Acquisition Corp. Class A Ordinary Share","NASDAQ","equity","usa"
"IVDA","Iveda Solutions Inc. Common Stock","NASDAQ","equity","usa"
"IVDAW","Iveda Solutions Inc. Warrant","NASDAQ","equity","usa"
"IVP","Inspire Veterinary Partners Inc. Class A Common Stock","NASDAQ","equity","usa"
"IVVD","Invivyd Inc. Common Stock","NASDAQ","equity","usa"
"IZEA","IZEA Worldwide Inc. Common Stock","NASDAQ","equity","usa"
"JACK","Jack In The Box Inc. Common Stock","NASDAQ","equity","usa"
"JAGX","Jaguar Health Inc. Common Stock","NASDAQ","equity","usa"
"JAKK","JAKKS Pacific Inc. Common Stock","NASDAQ","equity","usa"
"JAMF","Jamf Holding Corp. Common Stock","NASDAQ","equity","usa"
"JAN","JanOne Inc. Common Stock (NV)","NASDAQ","equity","usa"
"JANX","Janux Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"JBHT","J.B. Hunt Transport Services Inc. Common Stock","NASDAQ","equity","usa"
"JBLU","JetBlue Airways Corporation Common Stock","NASDAQ","equity","usa"
"JBSS","John B. Sanfilippo & Son Inc. Common Stock","NASDAQ","equity","usa"
"JCTCF","Jewett-Cameron Trading Company Common Shares","NASDAQ","equity","usa"
"JEWL","Adamas One Corp. Common Stock","NASDAQ","equity","usa"
"JJSF","J & J Snack Foods Corp. Common Stock","NASDAQ","equity","usa"
"JKHY","Jack Henry & Associates Inc. Common Stock","NASDAQ","equity","usa"
"JMSB","John Marshall Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"JNVR","Janover Inc. Common Stock","NASDAQ","equity","usa"
"JOUT","Johnson Outdoors Inc. Class A Common Stock","NASDAQ","equity","usa"
"JRSH","Jerash Holdings (US) Inc. Common Stock","NASDAQ","equity","usa"
"JSM","Navient Corporation 6% Senior Notes due December 15 2043","NASDAQ","equity","usa"
"JSPR","Jasper Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"JSPRW","Japer Therapeutics Inc. Warrants","NASDAQ","equity","usa"
"JVA","Coffee Holding Co. Inc. Common Stock","NASDAQ","equity","usa"
"JYNT","The Joint Corp. Common Stock","NASDAQ","equity","usa"
"KA","Kineta Inc. Common Stock","NASDAQ","equity","usa"
"KALA","KALA BIO Inc. Common Stock","NASDAQ","equity","usa"
"KALU","Kaiser Aluminum Corporation Common Stock","NASDAQ","equity","usa"
"KAVL","Kaival Brands Innovations Group Inc. Common Stock","NASDAQ","equity","usa"
"KDP","Keurig Dr Pepper Inc. Common Stock","NASDAQ","equity","usa"
"KE","Kimball Electronics Inc. Common Stock","NASDAQ","equity","usa"
"KELYA","Kelly Services Inc. Class A Common Stock","NASDAQ","equity","usa"
"KELYB","Kelly Services Inc. Class B Common Stock","NASDAQ","equity","usa"
"KEQU","Kewaunee Scientific Corporation Common Stock","NASDAQ","equity","usa"
"KFFB","Kentucky First Federal Bancorp Common Stock","NASDAQ","equity","usa"
"KGEI","Kolibri Global Energy Inc. Common stock","NASDAQ","equity","usa"
"KHC","The Kraft Heinz Company Common Stock","NASDAQ","equity","usa"
"KIDS","OrthoPediatrics Corp. Common Stock","NASDAQ","equity","usa"
"KINS","Kingstone Companies Inc. Common Stock","NASDAQ","equity","usa"
"KIRK","Kirkland's Inc. COMMONSTOCK","NASDAQ","equity","usa"
"KITT","Nauticus Robotics Inc. Common stock","NASDAQ","equity","usa"
"KITTW","Nauticus Robotics Inc. Warrant","NASDAQ","equity","usa"
"KLAC","KLA Corporation Common Stock","NASDAQ","equity","usa"
"KLTR","Kaltura Inc. Common Stock","NASDAQ","equity","usa"
"KLXE","KLX Energy Services Holdings Inc. Common Stock","NASDAQ","equity","usa"
"KNSA","Kiniksa Pharmaceuticals Ltd. Class A Common Stock","NASDAQ","equity","usa"
"KOD","Kodiak Sciences Inc Common Stock","NASDAQ","equity","usa"
"KOPN","Kopin Corporation Common Stock","NASDAQ","equity","usa"
"KOSS","Koss Corporation Common Stock","NASDAQ","equity","usa"
"KPLT","Katapult Holdings Inc. Common Stock","NASDAQ","equity","usa"
"KPLTW","Katapult Holdings Inc. Warrant","NASDAQ","equity","usa"
"KPRX","Kiora Pharmaceuticals Inc.  Common Stock","NASDAQ","equity","usa"
"KPTI","Karyopharm Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"KRMD","KORU Medical Systems Inc. Common Stock (DE)","NASDAQ","equity","usa"
"KRNL","Kernel Group Holdings Inc. Class A Ordinary Shares","NASDAQ","equity","usa"
"KRNLU","Kernel Group Holdings Inc. Units","NASDAQ","equity","usa"
"KRNLW","Kernel Group Holdings Inc. Warrants","NASDAQ","equity","usa"
"KRNY","Kearny Financial Corp Common Stock","NASDAQ","equity","usa"
"KRON","Kronos Bio Inc. Common Stock","NASDAQ","equity","usa"
"KROS","Keros Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"KRRO","Korro Bio Inc. Common Stock","NASDAQ","equity","usa"
"KRT","Karat Packaging Inc. Common Stock","NASDAQ","equity","usa"
"KRUS","Kura Sushi USA Inc. Class A Common Stock","NASDAQ","equity","usa"
"KRYS","Krystal Biotech Inc. Common Stock","NASDAQ","equity","usa"
"KSCP","Knightscope Inc. Class A Common Stock","NASDAQ","equity","usa"
"KTCC","Key Tronic Corporation Common Stock","NASDAQ","equity","usa"
"KTOS","Kratos Defense & Security Solutions Inc. Common Stock","NASDAQ","equity","usa"
"KTRA","Kintara Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"KTTA","Pasithea Therapeutics Corp. Common Stock","NASDAQ","equity","usa"
"KTTAW","Pasithea Therapeutics Corp. Warrant","NASDAQ","equity","usa"
"KURA","Kura Oncology Inc. Common Stock","NASDAQ","equity","usa"
"KVAC","Keen Vision Acquisition Corporation Ordinary Shares","NASDAQ","equity","usa"
"KVACU","Keen Vision Acquisition Corporation Units","NASDAQ","equity","usa"
"KVACW","Keen Vision Acquisition Corporation Warrant","NASDAQ","equity","usa"
"KVHI","KVH Industries Inc. Common Stock","NASDAQ","equity","usa"
"KYMR","Kymera Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"KYTX","Kyverna Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"KZR","Kezar Life Sciences Inc. Common Stock","NASDAQ","equity","usa"
"LAB","Standard BioTools Inc. Common Stock","NASDAQ","equity","usa"
"LABP","Landos Biopharma Inc. Common Stock","NASDAQ","equity","usa"
"LAKE","Lakeland Industries Inc. Common Stock","NASDAQ","equity","usa"
"LAMR","Lamar Advertising Company Class A Common Stock","NASDAQ","equity","usa"
"LANC","Lancaster Colony Corporation Common Stock","NASDAQ","equity","usa"
"LAND","Gladstone Land Corporation Common Stock","NASDAQ","equity","usa"
"LANDM","Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock","NASDAQ","equity","usa"
"LANDO","Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock","NASDAQ","equity","usa"
"LANDP","Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock","NASDAQ","equity","usa"
"LARK","Landmark Bancorp Inc. Common Stock","NASDAQ","equity","usa"
"LASE","Laser Photonics Corporation Common Stock","NASDAQ","equity","usa"
"LASR","nLIGHT Inc. Common Stock","NASDAQ","equity","usa"
"LAUR","Laureate Education Inc. Common Stock","NASDAQ","equity","usa"
"LAZR","Luminar Technologies Inc.  Class A Common Stock","NASDAQ","equity","usa"
"LBPH","Longboard Pharmaceuticals Inc. Common Stock","NASDAQ","equity","usa"
"LBRDA","Liberty Broadband Corporation Class A Common Stock","NASDAQ","equity","usa"
"LBRDK","Liberty Broadband Corporation Class C Common Stock","NASDAQ","equity","usa"
"LBRDP","Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock","NASDAQ","equity","usa"
"LCID","Lucid Group Inc. Common Stock","NASDAQ","equity","usa"
"LCNB","LCNB Corporation Common Stock","NASDAQ","equity","usa"
"LCUT","Lifetime Brands Inc. Common Stock","NASDAQ","equity","usa"
"LDTC","LeddarTech Holdings Inc. Common Shares","NASDAQ","equity","usa"
"LDTCW","LeddarTech Holdings Inc. Warrants","NASDAQ","equity","usa"
"LDWY","Lendway Inc. Common Stock (DE)","NASDAQ","equity","usa"
"LE","Lands' End Inc. Common Stock","NASDAQ","equity","usa"
"LECO","Lincoln Electric Holdings Inc. Common Shares","NASDAQ","equity","usa"
"LEE","Lee Enterprises Incorporated Common Stock","NASDAQ","equity","usa"
"LEGH","Legacy Housing Corporation Common Stock (TX)","NASDAQ","equity","usa"
"LEGN","Legend Biotech Corporation American Depositary Shares","NASDAQ","equity","usa"
"LENZ","LENZ Therapeutics Inc. Common Stock","NASDAQ","equity","usa"
"LESL","Leslie's Inc. Common Stock","NASDAQ","equity","usa"
"LFCR","Lifecore Biomedical Inc. Common Stock","NASDAQ","equity","usa"
"LFLY","Leafly Holdings Inc. Common Stock","NASDAQ","equity","usa"
"LFLYW","Leafly Holdings Inc. Warrant","NASDAQ","equity","usa"
