"word","link","category","yomikata","description","ready"
"NISA（新しいNISA）","https://www.nomura.co.jp/terms/english/other/A03414.html","制度・法律","にーさ（あたらしいにーさ）","日本の少額投資非課税制度のことで、NISAはその愛称。2014年1月1日の導入以降、数回制度変更を行い、2024年より口座開設期間の恒久化や投資枠の拡大、非課税保有期間の無期限化など大きく改善された。 NISAの対象者は18歳以上の日本の居住者。NISA専用の非課税口座（NISA口座）は証券会社などの金融機関で1人につき1口座まで開設でき、複数の金融機関に口座を開設することはできない。ただし、一定の手続きのもと、年単位での金融機関の変更は可能。 長期の積み立て・分散投資に適した一定の投資信託を対象とする「つみたて投資枠」と、上場株式にも投資可能な「成長投資枠」で構成され、これらは併用が可能。1年間の投資上限枠は、つみたて投資枠が120万円まで、成長投資枠は240万円までで、併用すれば年間360万円まで投資できる。また、生涯を通して1800万円（成長投資枠のみ利用の場合は1200万円）までの投資元本に対する値上がり益や配当、分配金が無期限で非課税。  その他の主な留意点は以下の通り。 ・非課税枠の再利用： 保有する金融商品を売却した場合、その商品の元本分の枠が翌年復活 ・損益通算： NISA口座以外（一般口座や特定口座）との損益通算不可 ・上場株式の配当等の非課税： 株式数比例配分方式を選択した場合にのみ適用 ・旧制度から新制度への移行： 旧制度（2023年まで）から新制度（2024年以降）への移管は不可、旧制度における非課税期間内は非課税で保有可能","0"
"HIBOR（香港銀行間取引金利）","https://www.nomura.co.jp/terms/english/other/A02576.html","金利・為替","はいぼー（ほんこんぎんこうかんとりひききんり）","Hong Kong InterBank Offered Rate（香港銀行間取引金利）の略。_x000D_正式名称はＨＫＤ　Interest Settlement Rates（港元利息結算利率）で、香港ドルや香港の金利市場の参考指標。期間は翌日物、1週間物、2週間物、1カ月物、2カ月物、3カ月物、6カ月物、12カ月物があり、主要銀行から提示される貸出金利を基に上位・下位各3行の値を除外した後の平均値を算出し、香港銀行協会（Hong Kong Association of Banks：HKAB）が香港時間午前11時15分に公表している。","0"
"BIBOR（バンコク銀行間取引金利）","https://www.nomura.co.jp/terms/english/other/A02595.html","金利・為替","ばいぼー（ばんこくぎんこうかんへいきんかしだしきんり）","Bangkok InterBank Offered Rate（バンコク銀行間取引金利）の略。タイの銀行間平均貸出金利のこと。タイの金利市場の参考指標として、主要銀行から提示される貸出金利を基に算出される。期間は翌日物、1週間物、1カ月物、2カ月物、3カ月物、6カ月物、1年物があり、タイ中央銀行（Bank Of Thailand：BOT）がタイ時間午前11時15分に公表している。","0"
"VISTA","https://www.nomura.co.jp/terms/english/other/A02643.html","経済","びすた","BRICs経済研究所が2006年、BRICsに続く有力新興国グループとして提唱した造語。ベトナム（Vietnam）、インドネシア（Indonesia）、南アフリカ（South Africa）、トルコ（Turkey）、アルゼンチン（Argentina）の5カ国の英語の頭文字をつなげ、「眺め、遠望」などを意味する英単語Vistaにかけている。VISTAはBRICsと同様、豊富な天然資源、労働力の増加など新興国の成長を支える諸条件を備えており、ポストBRICsとも言われている。","0"
"BIGPIS","https://www.nomura.co.jp/terms/english/b/A02401.html","経済","びっぐぴす","欧州連合（EU）加盟国のなかで財政基盤が弱いとされるベルギー、イタリア、ギリシャ、ポルトガル、アイルランド、スペインの6カ国の頭文字をとった造語。2008年の金融危機以降、EU諸国のなかで特に債務不安の大きい5カ国（ポルトガル、イタリア、アイルランド、ギリシャ、スペイン）について、それぞれの国名の頭文字を取って通称PIIGSと呼ばれていたが、ベルギーでは2010年6月の総選挙後、正式な政府が存在しない政治的混乱が1年半続き、2011年には米国の格付け会社などによる長期国債の引き下げが相次いだことで、PIIGSにBを加えたBIGPISが用いられるようになった。","0"
"BIレート","https://www.nomura.co.jp/terms/english/b/A02075.html","金利・為替","びーあいれーと","Bank Indonesia（BI）レートの略称で、インドネシア中央銀行が誘導目標とする政策金利。","0"
"BSI","https://www.nomura.co.jp/terms/english/b/A02100.html","経済","びーえすあい","Business Survey Indexの略。景況判断指数のひとつで、企業に対し自社企業の業績や景況、従業員数などの判断・見通しについてアンケートを実施し、「強気（上昇、増加、改善）」と回答した企業の構成比から「弱気（下降、減少、悪化）」と回答した企業の構成比を差し引いて算出する。数値がプラスであれば見通しが明るい、マイナスであれば見通しが暗いと判断する企業が多いことを示す。","0"
"BNPL","https://www.nomura.co.jp/terms/english/other/A03387.html","経済","びーえぬぴーえる","正式名称「Buy Now Pay Later」の略称で、商品を「今買って後で支払う」後払い式の決済サービスのこと。このサービスを提供する事業者が、消費者の購入した商品の代金を立て替えて小売店に支払う。消費者は後日、一括や分割でその代金を事業者に支払い、小売店は事業者に決済手数料を支払う。消費者にとっては、クレジットカードを持っていなくても商品を後払いや分割で購入でき、小売店にとっては幅広い顧客を獲得できるメリットがある。オンラインショッピングなどでの買い物に広く利用されている。","0"
"BOPビジネス","https://www.nomura.co.jp/terms/english/b/A02248.html","経済","びーおーぴーびじねす","BOPはBase (or Bottom) Of the (economic) Pyramidの頭文字をとったもので、世界の所得別人口構成ピラミッドで、最下位層に位置する一人当たり年間所得が購買力平価で3000米ドル程度以下の低所得貧困層を指す。人口規模が多いことが特徴で、発展途上国を中心に約40億人、人口比率で世界の7割程度が該当するとされる。BOPビジネスはこうしたBOP層をターゲットとして、その市場規模を有望とみるビジネスであり、主に途上国における社会的課題の解決を図ることを理念に置いている。政府の途上国支援や援助政策との関わりが深く、国際的にも官民連携でのビジネス形態を目指すことが多い。水の浄化装置や衛生商品、医療支援、食糧・農業関連機器、ITの技術支援など、社会貢献性の観点に立ったビジネス案件が進行中である。","0"
"B to C","https://www.nomura.co.jp/terms/english/other/A03084.html","経済","びーとぅーしー","Business to Consumerの略称。企業が一般消費者をターゲットとするビジネスを指す。もとは電子商取引において、B to B（企業間取引）などと区別して使われていたが、近年は一般商取引にも使われる。オンラインショップの台頭でインターネットを介した消費者への商品やサービスの提供が拡大するのに伴い、多くのネットベンチャー企業が参入するなど競争が激化している。","0"
"B to B","https://www.nomura.co.jp/terms/english/other/A03083.html","経済","びーとぅーびー","Business to Businessの略称。インターネットの普及で多様化した商取引の形態を区別するため、一般消費者向けのビジネスを指す「B to C」に対し、「B to B」は、製造業者（メーカー）と商社、卸問屋と小売店など、法人顧客相手の「企業間取引」を指す。もとは電子商取引に関する用語だが、近年は一般商取引にも使われる。取引される商品は完成品ではなく素材や部品等が中心。市場規模が縮小する業界では、成長分野としてB to Bを強化する傾向がある。","0"
"BB","https://www.nomura.co.jp/terms/english/b/bb.html","債券","びーびー","ブローカーズ・ブローカー(Broker’s Broker)の略で、業者間取引専門仲立業者のこと。日本では証券取引所の会員証券の共同出資で1973年9月に日本相互証券が誕生。主に債券ディーラーの売買取り次ぎを通して、公正な価格形成の機能を果たしている。","0"
"BBSW（オーストラリア銀行間取引金利）","https://www.nomura.co.jp/terms/english/other/A02659.html","金利・為替","びーびーえすだぶりゅー（おーすとらりあぎんこうかんとりひききんり）","Bank Bill Swap Rate（オーストラリア銀行間取引金利）の略。オーストラリア内で信用力の高い銀行4行が発行する銀行手形と譲渡性預金証書をもとに算出した実勢利回り。期間は1カ月物から6カ月物まで。2017年からオーストラリア金融市場協会（AFMA）に代わりオーストラリア証券取引所（ASX）が毎営業日の午前11時に算出・公表している。","0"
"BPS","https://www.nomura.co.jp/terms/english/b/bps.html","財務分析","びーぴーえす","株式会社の資産から負債を差し引いた純資産を発行済み株式数で割った「1株当たり純資産」のこと。英語のBook-value Per Shareの略称。株価が割安か割高かを判断するための指標であるPBR（株価純資産倍率）を算出する際にも使われる。","0"
"P2Pレンディング","https://www.nomura.co.jp/terms/english/other/A03111.html","制度・法律","ぴあ・つー・ぴあ・れんでぃんぐ","銀行等の金融機関を通さずに、インターネットを経由して、資金を必要としている個人と資金を提供する個人を結び付ける仕組み。米国や英国を中心に市場規模が拡大している。資金を借りる側にとっては、インターネット上で手軽に資金を集められ、銀行等による融資よりも低い金利で資金調達が可能となる一方で、タイミングよく必要な額が調達できない可能性がある。資金を貸す側にとっては、銀行等の預金と比較して高い利回りが享受できる半面、借り手のデフォルトや詐欺などにより損失を被る等のリスクもある。","0"
"PTS","https://www.nomura.co.jp/terms/english/p/pts.html","証券市場","ぴぃーてぃーえす","Proprietary Trading Systemの略称で、投資家が証券取引所を経由せずに株式などを売買できる私設取引システム。1998年12月に有価証券取引の取引所集中義務撤廃に伴い解禁された。各証券会社が独自に開設している市場システムで、証券取引所の取引時間外にも売買が行える。近年の電子通信技術の発展や金融技術の革新を背景に、取引の迅速性や匿名性など取引ニーズが多様化していることから、国内外の機関投資家や個人投資家に活用されるようになった。","0"
"pips","https://www.nomura.co.jp/terms/english/other/A02534.html","金利・為替","ぴっぷす","pips（ピップス）とは、為替取引の際、為替が変動する最少単位のこと。例えば、米ドル・円レートが119円65銭の場合、pipsの単位は1銭なので5pipsとなる。ユーロ・米ドルレートが1.1209ドルの場合、1pipsは0.01セントなので9pipsとなる。pipsを使用するメリットとしては、異なる通貨取引どうしでも比較しやすいことや、通貨取引の利益が同額でもpipsの数値で運用の巧拙が見て取れることなどがあげられる。","0"
"PIRR","https://www.nomura.co.jp/terms/english/other/A03148.html","分析・指標","ぴーあいあーるあーる","Project Internal Rate of Returnの略で、ひとつの事業に投資した設備投資額に対する内部収益率のこと。事業の採算性を評価するための指標として使われる。事業に投資した設備投資額と、当期損益+支払利息等が等しくなるように内部収益率を計算する。一般的に、PIRRが設備投資資金を調達するのにかかる資本コストを下回る場合は、その事業には採算性がないと考える。","0"
"PRI","https://www.nomura.co.jp/terms/english/other/A03332.html","経済","ぴーあーるあい","正式名称は「Principles for Responsible Investment」で、日本語では「責任投資原則」という。機関投資家が投資の意思決定プロセスや株主行動において、ESG課題（環境、社会、企業統治）を考慮することを求めた6つの投資原則とその前文から成るもので、2006年に国連環境計画・金融イニシアティブ（UNEP FI）と国連グローバル・コンパクト（UNGC）が策定。当時の国連事務総長であったコフィー・アナン氏が、世界の金融業界に向けて提唱した。 署名機関は専用のウェブサイトで様々な研究やキャンペーン、協働エンゲージメントなどの情報を利用することができ、より効果的、効率的な投資判断や行動ができる。ただし、ESG課題への取り組みについて報告書を原則毎年提出する義務があり、PRIによる評価が一定基準を満たさないと除名の対象となる。","0"
"PRB","https://www.nomura.co.jp/terms/english/other/A03331.html","経済","ぴーあーるびー","正式名称は「Principles for Responsible Banking」で、日本語では「責任銀行原則」という。持続可能な開発目標（SDGs）やパリ協定で定められた目標に沿って、金融機関として社会的な役割と責任を果たしていくための枠組み。銀行業務において、ビジネス機会およびリスクの両面でインパクトを及ぼし得る分野を特定し事業戦略を設定、目標達成のために行動を起こし、進捗状況については透明性のある開示を行うことを目指す。2019年9月に発足。国連環境計画・金融イニシアティブ（UNEP FI）が運営している。 PRBは6つの原則を効果的に実施し、銀行が生み出すインパクトや 社会への貢献を継続的に高めるため定められた3つの重要ステップ（インパクト分析、目標設定と実行、説明責任）を原則4年以内に完了することを署名機関に求めている。世界中の銀行資産の40％以上を占める200超の銀行が署名している。","0"
"PER","https://www.nomura.co.jp/terms/english/p/per.html","財務分析","ぴーいーあーる","Price Earnings Ratioの略称で和訳は株価収益率。株価と企業の収益力を比較することによって株式の投資価値を判断する際に利用される尺度である。時価総額÷純利益、もしくは、株価÷一株当たり利益（EPS）で算出される。例えば、株価が500円で、一株当たり利益が50円ならば、PERは10倍である。一般的には、市場平均との比較や、その会社の過去のレンジとの比較で割高・割安を判断する場合が多い。どのくらいのPERが適当かについての基準はなく、国際比較をする場合には、マクロ的な金利水準は基より、各国の税制、企業会計の慣行などを考慮する必要がある。なお、一株当たり利益（EPS）は純利益（単独決算は税引き利益）を発行済株式数で割って求める。以前は「自社株を含めた発行済株式数」で計算していたが、「自社株を除く発行済株式数」で計算する方法が主流になりつつある。企業の株主還元策として自社株を買い消却する動きが拡大しており、より実態に近い投資指標にするための措置である。","0"
"PSI","https://www.nomura.co.jp/terms/english/other/A02675.html","金融","ぴーえすあい","Private sector involvementの略で、民間部門関与、民間投資家負担などと訳される。国際的な金融危機時に債務調整を実施する際、IMFなどの公的セクターの公的資金投入だけでなく、民間金融機関などの民間セクターも自発的な債務削減を行い、債務調整を負担するべきという考え方のもと行われる債務調整方法のこと。2010年に起こったギリシャ経済危機では、2012年の第二次支援でPSIが行われ、民間金融機関が保有国債の償還期限の延長や元本およびクーポンの減免を受け入れ、実質的な債務削減を担った。","0"
"PSI","https://www.nomura.co.jp/terms/english/other/A03329.html","経済","ぴーえすあい","正式名称は「The Principles for Sustainable Insurance」で、日本語では「持続可能な保険原則」という。ESG（環境・社会・企業統治）問題に関連するリスクと機会に焦点を当てた保険業界の取り組みを推奨するための国際的な枠組み。2012年の「国連持続可能な開発会議」（Rio+20）で発表され、国連環境計画・金融イニシアティブ（UNEP FI）が推進している。世界の保険料額の25％以上、運用資産総額14兆米ドルに及ぶ100を超える保険会社がPSIの定める4つの原則を採用し署名している。日本の損保会社では3社が署名している。 本原則に法的拘束力はないが、署名した会社は持続可能な保険という目的を取り入れていること、ESG問題への対応の説明責任を果たし透明性を確保していることを広く社会に示すことができる。また、本原則はダウ・ジョーンズ持続可能性指数や、FTSE4Good指数における保険会社格付基準としても用いられている。","0"
"PSR","https://www.nomura.co.jp/terms/english/p/psr.html","財務分析","ぴーえすあーる","Price to Sales Ratioの略称で和訳は株価売上高倍率。時価総額を年間売上高で割ったもの。これまでは、株価収益率（PER）、株価純資産倍率（PBR）、株主資本利益率（ROE）などの株価の水準をみるための指標が存在していたが、主にPSRは新興成長企業の株価水準をはかる指標として用いられる。たとえば、売上高が同等の2社を比較した場合に、この倍率が高いほど、株価は割高と判断される。","0"
"PSJ予測統計値","https://www.nomura.co.jp/terms/english/other/A02797.html","証券市場","ぴーえすじぇーよそくとうけいち","貸付債権担保住宅金融支援機構債券（機構MBS）、貸付債権担保住宅金融公庫債券（公庫MBS）の期限前償還率について、一定の要件を満たす証券会社がPSJモデルに基づき算出した予測値を日本証券業協会が集計し統計処理を行った上で、公表する値のこと。平均値、中央値、最高値、最低値など集計した結果を毎月1日と15日に日本証券業協会のホームページ上で公表している。PSJモデルとは、MBSの期限前償還率の大小を計算するための簡便なモデルのことをいう。日本証券業協会がMBSの期限前償還速度の市場参加者共通の尺度として2006年に導入した。","0"
"PFI（Private Finance Initiative）","https://www.nomura.co.jp/terms/english/other/A02811.html","経済","ぴーえふあい","Private Finance Initiativeの略で官の企画・計画した公共施設の建設や運営などを民間企業が請け負うこと。民間の資金や技術力を活用して良質な公共サービスを提供し、社会資本を整備する。日本では1999年9月にPFI法（民間資金等の活用による公共施設等の整備等の促進に関する法律）が施行され、本格的な活用が始まった。PPP（パブリック・プライベート・パートナーシップ）の代表的な実施手法の一つ。","0"
"PMI","https://www.nomura.co.jp/terms/english/p/A02181.html","経済","ぴーえむあい","景気の方向性を示す経済指標で速報性の高さから金融市場で注目される。正式名称はPurchasing Managers’ Index（購買担当者景気指数）。企業の購買担当者に新規受注や生産、雇用の状況などを聞き取り、景況感についてアンケート調査した結果を指数化したもの。50を判断の分かれ目としてこの水準を上回る状態が続くと景気拡大、逆に50を下回る状態が継続すると景気減速を示す。製造業と非製造業に分けて発表されるが、主に製造業の動向が着目される。PMIは世界各国で集計・発表されている。近年では世界経済を左右する中国の結果が話題になることが多い。中国では中国国家統計局と中国物流購入連合会が共同で調査しているものと、中国のメディアグループである財新と英国の金融情報・調査会社のIHSマークイットが独自でまとめたものの2種類がある。","0"
"PML（Probable　Maximum　Loss）","https://www.nomura.co.jp/terms/english/other/A02805.html","分析・指標","ぴーえむえる","地震リスク分析における予想最大損失率のこと。不動産・建設業界で地震危険度の指標として用いられる。建物の使用期間中に予想される最大規模の地震に対して、予想される最大物的損失額の再調達額（建物を再度新築した場合の価格）に対する割合（PML＝最大予想損失額÷再調達額×100）で表される。もともとは保険業界で地震保険の総支払額の算出根拠として利用されていた。","0"
"PCFR","https://www.nomura.co.jp/terms/english/p/pcfr.html","分析・指標","ぴーしーえふあーる","Price Cash Flow Ratioの略称で和訳は株価キャッシュフロー倍率。株価を一株当たりキャッシュフローで割ったもの。一株当たりキャッシュフローは、簡便的にキャッシュフローを表し、当期利益（当期純利益）に減価償却費を加えたもの。株価キャッシュフロー倍率は、株価収益率（PER）などと同様に、株式市場平均や同業他社などと比べて割高・割安を判断するために使われる。キャッシュフローは、当期利益（当期純利益）に減価償却費を足し戻すことで減価償却方法の異なる企業を比較可能にするため、企業の国際比較を行う際によく用いられる。企業の海外進出、市場のグローバル化が進んでくるにつれて、注目を集めてきている。","0"
"PBR","https://www.nomura.co.jp/terms/english/p/pbr.html","分析・指標","ぴーびーあーる","Price Book-value Ratioの略称で和訳は株価純資産倍率。PBRは、当該企業について市場が評価した値段（時価総額）が、会計上の解散価値である純資産（株主資本）の何倍であるかを表す指標であり、株価を一株当たり純資産（BPS）で割ることで算出できる。PBRは、分母が純資産であるため、企業の短期的な株価変動に対する投資尺度になりにくく、また、将来の利益成長力も反映しにくいため、単独の投資尺度とするには問題が多い。ただし、一般的にはPBR水準1倍が株価の下限であると考えられるため、下値を推定する上では効果がある。更に、PER（株価収益率）が異常値になった場合の補完的な尺度としても有効である。なお、一株当たり純資産（BPS）は純資産（株主資本）を発行済株式数で割って求める。以前は「自社株を含めた発行済株式数」で計算していたが、「自社株を除く発行済株式数」で計算する方法が主流になりつつある。企業の株主還元策として自社株を買い消却する動きが拡大しており、より実態に近い投資指標にするための措置である。","0"
"PPI","https://www.nomura.co.jp/terms/english/p/ppi.html","経済","ぴーぴーあい","Producer Price Indexの略称で、生産者物価指数のこと。米国の労働省が、米国内の製造業者の販売価格を約1万品目について調査し、発表するものである。製造段階別（最終財・中間財・原材料）、品目別、産業別の数値が毎月発表される。PPIはインフレ率（物価上昇率）の判断に用いられ、日本の「卸売物価指数」に近い統計である。日本の卸売物価は輸送費や流通マージンを含んだものになっているのに対して、PPIは生産者の出荷時点での価格を対象としたものになっている。","0"
"PPP（Public Private Partnership）","https://www.nomura.co.jp/terms/english/other/A02810.html","経済","ぴーぴーぴー","Public Private Partnership の略で政府と民間がパートナーを組んで公共事業に取り組む事業化手法のこと。官民が対等な立場で事業の実施にあたり、契約により互いのリスク分担が定められているのが特徴。ガスや水道、交通などこれまで国や自治体が公営で行っていた事業に民間企業の資本や技術、サービスを活用することで財政負担を減らしながら良質な公共サービスを提供することが可能になった。","0"
"PVP決済","https://www.nomura.co.jp/terms/english/other/A03191.html","金利・為替","ぴーぶいぴーけっさい","PVPはPayment Versus Paymentの略で、多通貨同時決済のこと。外為取引において時差など決済時間のずれで発生する「外為決済リスク」を同時決済することによって防ぐ仕組み。外為決済リスクとは、当事者の一方が売渡通貨を支払ったものの、取引相手から買入通貨を受け取ることができず損失を被るリスク。同決済を行うための専門機関としてCLS（Continuous Linked Settlement）銀行が設立され、2002年から運用を開始している。","0"
"FAAA","https://www.nomura.co.jp/terms/english/other/A03229.html","経済","ふぁああ","米国の株式評論家ジム・クレイマー氏が2016年に挙げた、今後成長が期待できるIT（情報技術）企業大手の頭文字をつないだ造語。交流サイト（SNS）のフェイスブック（Facebook、2021年10月よりメタに社名変更）、中国ネット大手のアリババ集団（Alibaba）、ネット通販のアマゾン・ドット・コム（Amazon.com）、検索エンジンのグーグルの親会社であるアルファベット（Alphabet）の4社を意味する。 同氏は2015年に注目すべき成長銘柄としてFANG（フェイスブック、アマゾン・ドット・コム、ネットフリックス、グーグルの頭文字を合わせた造語）を提唱したが、2016年にFANGからFAAAに改めるとした。","0"
"FATCA","https://www.nomura.co.jp/terms/english/f/A02321.html","金融","ふぁとか","米国の納税義務者が租税回避を目的に米国以外の海外の金融機関を通じて取り引きすることを防止するための米国の法律。日本の金融庁および国税庁は国内金融機関に対してFATCAを遵守することを要請し、同法の適用対象者の口座情報を米国内国歳入庁（IRS）に報告することを求めている。正式名称はForeign Account Tax Compliance Act(外国口座税務コンプライアンス法)、国内ではFATCA（ファトカ）の略称で浸透している。","0"
"FANG","https://www.nomura.co.jp/terms/english/other/A03085.html","経済","ふぁんぐ","米国のIT（情報技術）企業大手の頭文字をつないだ造語。2015年に米国の株式評論家ジム・クレイマー氏が提唱し、当時の米国市場で流行した。交流サイト（SNS）のフェイスブック（Facebook、2021年10月よりメタに社名変更）、ネット通販のアマゾン・ドット・コム（Amazon.com）、動画配信のネットフリックス（Netflix）、検索エンジンのグーグル（Google、現アルファベット傘下）の4社を意味する。","0"
"FINRA","https://www.nomura.co.jp/terms/english/f/A02207.html","金融","ふぃんら","Financial Industry Regulatory Authorityの頭文字をとったもので、投資家保護や証券取引の透明性の確保、不正行為の摘発などを目的に、米国において証券会社などの行動を監視・規制する組織。政府機関ではなく非営利の民間協会として運営されている。米国の証券仲介ブローカー業務を行う団体はFINRAに登録し、認定を受ける必要がある。違反行為に対しては罰金や業務停止などを課し、投資勧誘広告内容のチェック、個人投資家向けの投資教育、投資に関わる争議の仲裁も行っている。","0"
"Fed","https://www.nomura.co.jp/terms/english/f/frs.html","経済","ふぇっど","日本語では連邦準備制度。Federal Reserve SystemのFederalを略してFed（フェッド）と呼ばれ、FRSともいう。米国の中央銀行制度のこと。連邦準備理事会（FRB：Federal Reserve Board）、連邦公開市場委員会（FOMC：Federal Open Market Committee）、全米12地区の連邦準備銀行（FRB：Federal Reserve Banks）から構成される。連邦準備理事会（FRB）は、日本銀行（日本の中央銀行）に相当し、Fedの最高機関として米国の金融政策を策定・実施するとともに、各地区の連邦準備銀行（FRB）を総括する。連邦公開市場委員会（FOMC）は、日本の金融政策決定会合に相当し、連邦準備理事会（FRB）が定期的に開く会合で、FFレートの誘導目標など公開市場操作の方針を決定する。連邦準備銀行（FRB）は、連邦準備理事会（FRB）の下に置かれ、決定された金融政策の実施や、米ドル紙幣（連邦準備券）の発行などを行う。","0"
"Fedウオッチ","https://www.nomura.co.jp/terms/english/other/A02685.html","分析・指標","ふぇどうぉっち","米連邦準備理事会（FRB）が米連邦公開市場委員会（FOMC）で決める政策金利であるフェデラルファンド（FF）金利の誘導目標が変更される可能性を確率で表した数値。シカゴ・マーカンタイル取引所（CME）グループがFF金利先物の動向に基づき算出する。Fedウオッチの利上げ予想確率が70％を超えると利上げが実行される可能性が高いとの見方もある。","0"
"2日新甫は荒れる","https://www.nomura.co.jp/terms/english/other/A02671.html","相場・格言・由来","ふつかしんぽはあれる","新甫（しんぽ）とは、もともと商品先物取引で新たに始まる限月のことであり、月の最初の取引日のことを意味する。2日新甫は荒れる、とは商品相場発祥とされる格言で、祝祭日などにより2日が月初立会日となった場合、相場の値動きが大きく荒れやすいことを言う。","0"
"FLOOR","https://www.nomura.co.jp/terms/english/f/A02246.html","金利・為替","ふろあ","フロア。金利オプションの一種で、対象とする金利が下限金利を下回ると、FLOORの買い手はFLOORの売り手から超過下落分の金利を受け取ることができる取引。金利下落リスクに備えるために使う。","0"
"VR","https://www.nomura.co.jp/terms/english/other/A02856.html","経済","ぶいあーる","Virtual Reality（バーチャルリアリティー、仮想現実）の略。コンピューターグラフィックス（CG）で作成した画像や映像に音響効果などを加え、あたかも現実世界のように認識させる技術。類似の技術にAR（オーグメンテッドリアリティ、拡張現実）があるが、実際の風景や人物など現実世界を主体にデジタル技術による仮想情報を組み合わせて表示するARに対し、VRはCG画像など非現実世界の画像表示が主体となる点がARと異なる。","0"
"VXN指数","https://www.nomura.co.jp/terms/english/other/A03227.html","インデックス","ぶいえっくすえぬしすう","ナスダック版恐怖指数のことで、正式名はCboe NASDAQ-100 Volatility Index (VXN)。シカゴ・オプション取引所（CBOE）が算出・公表する。米国を代表する株価指数の一つであるナスダック100指数（NASDAQ-100）のオプション取引価格から算出される指数で、米国の投資家心理や株式市場の不確実性を反映するように設計されている。一般的に数値が高いほど投資家が相場の先行きに不透明感を持っているとされる。","0"
"Vストックス指数","https://www.nomura.co.jp/terms/english/other/A03177.html","インデックス","ぶいすとっくすしすう","欧州版恐怖指数のことで、正式名はEURO STOXX 50 Volatility (VSTOXX) Index。欧州の代表的な株価指数EURO STOXX 50のオプション取引のボラティリティーから算出される指数で、投資家心理や経済全体の不確実性を反映するように設計されている。一般的に数値が高いほど投資家が相場の先行きに不透明感を持っているとされる。","0"
"put-through","https://www.nomura.co.jp/terms/english/p/A02262.html","株式","ぷっと-するー","ベトナムの証券取引所での株式や債券の売買取引手法の一つ。通常の価格優先・時間優先の取引とは別に、売り手と買い手の証券会社が、事前の交渉（negotiation）を通じて定めた値段と数量を取引所のシステムに入力して売買する手法。実際の当事者を証券会社が仲介する形で売り手と買い手になる。その日の実勢値からかけ離れていない価格帯で売買することが求められる。特に、UPCoM(Unlisted Public Company Market)と呼ぶ未上場の株式を相対で売買する店頭取引市場や、債券の売買で活用されている。","0"
"PEGレシオ","https://www.nomura.co.jp/terms/english/other/A03043.html","分析・指標","ぺぐれしお","企業の中期的な利益成長率を加味して株価の水準を測る指標。「Price Earnings Growth Ratio」の略。予想株価収益率（PER）を一株当たりの予想利益成長率で割って算出する。PEGレシオが1倍以下なら割安、2倍以上なら割高と言われている。","0"
"MICE","https://www.nomura.co.jp/terms/english/other/A03016.html","経済","まいす","MICEはMeeting（会議、研修）、IncentiveTravel（報奨・招待旅行）、Convention（国際会議）、Exhibition（展示会）の頭文字をとったもので、多くの集客が見込まれるビジネスイベント等の総称。一般の旅行等よりも参加者が多く消費額が多額で地域経済への効果が大きいため国や地域による誘致活動が推進されている。","0"
"MIBOR（ムンバイ銀行間取引金利）","https://www.nomura.co.jp/terms/english/other/A03091.html","金利・為替","まいぼー（むんばいぎんこうかんとりひききんり）","Mumbai InterBank Offered Rate（ムンバイ銀行間取引金利）の略。インドの主要銀行の銀行間貸出金利を基に算出する平均金利のこと。翌日物、2週間物、1カ月物、3カ月物があり、翌日物は午前10時45分、その他の期間は午前11時45分までにFBIL（Financial Benchmarks India Private Ltd）が公表している。","0"
"MACD","https://www.nomura.co.jp/terms/english/m/macd.html","投資理論","まっくでぃー","「Moving Average Convergence Divergence」の略称。移動平均収束拡散手法とも呼ばれる。移動平均線分析をより発展させたテクニカル分析の手法の一つ。指数平滑移動平均線（過去の株価よりも直近の株価に比重を置いて算出した移動平均線）を使い、移動平均線よりもトレンドの方向性を探るのに優れているとされる。","0"
"MANT","https://www.nomura.co.jp/terms/english/other/A03167.html","経済","まんと","米国のIT（情報技術）企業大手の頭文字をつないだ造語。ソフトウェアのマイクロソフト（Microsoft）とアップル（Apple）、半導体のエヌビディア（Nvidia）、電気自動車（EV）などを手掛ける自動車会社のテスラ（Tesla）の4社を意味する。株式市場の代表的な銘柄として世界中から投資資金を集め、時価総額ランキングの上位に位置している。","0"
"MaaS","https://www.nomura.co.jp/terms/english/other/A03274.html","経済","まーす","Mobility as a Service（サービスとしての移動）の略語。バスや鉄道、タクシー、ライドシェアなど複数の交通サービスを需要に応じて組み合わせ、1つの移動サービスとして統合すること。ICT（情報通信技術）を活用し様々な移動手段や交通情報のデータを一元化することで、利用者はスマートフォンのアプリ等を使って、目的地までのすべての交通サービスを一度に検索・予約・決済することが可能になる。 MaaSの実現により交通サービスの効率化や最適化が図られるのに加え、膨大な移動・交通データの共有による新たな付加価値の創出が期待されている。","0"
"MiFID","https://www.nomura.co.jp/terms/english/other/A03109.html","制度・法律","みふぃっど","金融商品市場指令（Markets in Financial Instruments Directive）の略称で、欧州連合（EU）域内の金融・資本市場に係る包括的な規制を示す。1993年5月に採択した投資サービス指令（ISD＝Investment Services Directive）を市場環境の変化に伴い2004年4月に改正。金融商品やサービスの多様化に対応し、EU域内の投資環境を整え、投資家の適切な保護を確保することを目的に制定された。2007年11月からEU加盟国で国内法制化し順次施行。2018年1月にはMiFID施行後に生じた市場環境の変化や投資家保護の強化に対応するMiFID2（第2次金融商品市場指令）が施行された。","0"
